id,ссылка,адрес,округ,район,метро,мин_до_метро,цена,комнат,площадь,этаж,шум,окна,фото_шт,первое_фото,описание
cian_325190024,https://www.cian.ru/sale/flat/325190024/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,"Москва, Жуков проезд, 21",ЮАО,Даниловский,Павелецкая,14,81148381,4,110.8,36/43,high,,6,https://images.cdn-cian.ru/images/2893225870-1.jpg,"Продажа от застройщика. Продается 4-комнатная квартира на 36 этаже жилого комплекса ЛОТ от Аквилон. Срок сдачи: 3 кв. 2029 г. О ПРОЕКТЕ: Дом класса бизнес-плюс создан в концепции Responsive Environment. Его пространство не статично, оно трансформируется технологическими решениям и объектами цифрового искусства. Здесь каждый день дарит новые впечатления, новый опыт. Это дом, которые не перестает приятно удивлять своих резидентов. АРХИТЕКТУРА 44-этажная доминанта, которая изменит силуэт исторического района и станет его современным акцентом. Это первый в России архитектурный проект, в котором фасад опоясан ламелями-лентами, создающими объем и пластику. Поднимаясь, они образуют узор, напоминающ"
cian_332532380,https://www.cian.ru/sale/flat/332532380/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,"Москва, улица Обручева, 27к2с1","","",Калужская,4,81312210,4,119.7,25/27,high,,7,https://images.cdn-cian.ru/images/2939606899-1.jpg,"Прямая продажа от застройщика! Продается 4-к. квартира квартира номер 190 общей площадью 119.7 кв.м. на 25-м этаже 27 этажного дома, 1. Без отделки. ТАТУМ — жилой квартал бизнес-класса на Юго-Западе Москвы от девелопера FORMA, расположенный в трёх минутах от метро ""Калужская"" и ""Воронцовская"". В пешей доступности — 16 парков, включая Воронцовский, 22 школы, 12 престижных вузов, 22 фитнес-клуба, 14 школ большого тенниса и конноспортивный комплекс ""КСК Битца"". Архитектура квартала — пять выразительных башен со своим характером. В каждой квартире — джамбо-окна в пол и балконы, стирающие грань между интерьером и городским пейзажем. Внутри квартала — продуманная среда для жизни: закрытые дворы бе"
cian_329566968,https://www.cian.ru/sale/flat/329566968/?mlSearchSessionGuid=04e1f4428bd99b514deeb28de98139c8,"Москва, улица Обручева, 27к2с1",ЮЗАО,Обручевский,Калужская,4,81312210,4,119.7,25/27,high,,0,"","Прямая продажа от девелопера FORMA (без комиссии). Жилой квартал ""ТАТУМ"" бизнес-класса на Юго-Западе Москвы. О локации: 3 минуты пешком до метро ""Калужская"" и ""Воронцовская"". Район окружен зеленью: в пешей доступности 16 парков, включая Воронцовский парк в шаговой доступности. Развитая инфраструктура: 22 школы, 12 престижных вузов, 22 фитнес-клуба и 14 школ большого тенниса, а также конно-спортивный комплекс ""Битца"". О квартире: Площадь: 119.7 кв. м. Отделка: без отделки (свободная планировка). Вид: 25 этаж 27-этажной башни. О доме и среде: Архитектура квартала — это пять выразительных башен с закрытой территорией без машин. В каждой квартире предусмотрены джамбо-окна и балконы. Внутри кварт"
cian_330660057,https://www.cian.ru/sale/flat/330660057/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,"Москва, Крылатская улица, 23","","","",21,81373600,4,115.7,7/27,high,,16,https://images.cdn-cian.ru/images/2939561226-1.jpg,"Рассрочка 0% до конца строительства: ПВ 30% - 27 741 000 ₽, далее ежемесячно 150 000 ₽, остаток в декабре 2027. Евро 4к площадь 115,74 м² на 7 этаже. Две мастер-спальни: первая — 20 м² с ванной комнатой и нишей под гардероб, вторая —16,1 м² с ванной комнатой и гардеробной. Детская или кабинет — 12 м². Выходы на балконы предусмотрены из двух спален и большой кухни-гостиной площадью 37 м². Есть дополнительная ванная комната, гардеробная и постирочная. Квартира угловая. Окна на две стороны и панорамное остекление в пол наполняют квартиру светом и открывают виды на Серебряный Бор и Парк Звёзд. Потолки — 3,2 м. Прямая продажа от застройщика. Сдача — 4 кв. 2027 года. О ДОМЕ ГОРИЗОНТОВ. Проект дари"
cian_327572798,https://www.cian.ru/sale/flat/327572798/?mlSearchSessionGuid=97c0d497369f1966b67699588d936436,"Москва, Генерала Дорохова пр-кт, 39к1А",ЗАО,Раменки,"",9,81500000,3,92.2,12/14,high,,0,"","Номер объекта: 587469. Видовая 3-комнатная квартира площадью 92.2 кв.м, расположенная на 12 этаже жилого комплекса West Garden. Квартира без отделки с возможностью разместить: просторную гостиную с зоной кухни-столовой, 2 спальни, гардеробную, 3 санузла (или 2 санузла и постирочную), прихожую с гардеробом. Правильная прямоугольная планировка с большим количеством окон и естественного света. Есть возможность реализовать пространство так, как будет комфортно. Из окон открывается великолепный вид на Парк Победы и Матвеевский лес. West Garden расположен на территории собственного ландшафтного парка на берегу реки Раменки со своими прогулочными зонами и набережной. Большая охраняемая территория с"
cian_310512836,https://www.cian.ru/sale/flat/310512836/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,"Россия, Москва, жилой комплекс Нова, к1","","",Поклонная,12,81500000,4,85.7,23/40,high,,12,https://images.cdn-cian.ru/images/novostroyka-nova-2335843751-1.jpg,"Лучшая видовая квартира на московский гольф клуб и МГУ с дизайнерской отделкой (мебель в санузлах и кухня) ! Удобные условия оплаты от застройщика. Рассрочка 15%. Предлагается на продажу 4-комнатная квартира с отделкой в престижном районе Раменки, рядом с Парком Победы Функциональная планировка предусматривает просторную кухню-гостиную, три спальни и два санузла. Лот расположена на 23 этаже — из окон открываются потрясающие виды на город. Благодаря большим окнам и высоким потолкам 3,25 метров квартира наполнена светом. NOVA — премиальный жилой комплекс на берегу реки в престижном районе Раменки. Комплекс расположен на улице Братьев Фонченко, у станций метро Поклонная и Парк Победы. Знаковые,"
cian_331564106,https://www.cian.ru/sale/flat/331564106/?mlSearchSessionGuid=04e1f4428bd99b514deeb28de98139c8,"Москва, улица Серёгина, 5к1",САО,Аэропорт,Петровский Парк,10,81750464,4,126.4,38/48,low,,0,"","Прямая продажа от застройщика. Продаётся 4-комнатная квартира общей площадью 126.40 м² без отделки в ЖК C5 на 38-м этаже 48 этажного дома. Жилой комплекс ""С5"" — это новое пространство для жизни в премиальном сегменте Москвы, где каждый элемент создан с вниманием к деталям. Проект объединяет богатое историческое окружение района Аэропорт и инновационные технологии будущего. Здесь жители могут наслаждаться гармонией между быстрым ритмом мегаполиса и уединённой атмосферой закрытой территории. Архитектура комплекса соединяет выразительные формы и функциональные решения, а развитая инфраструктура делает повседневную жизнь удобной и насыщенной. • Расположение ЖК ""С5"" расположен на Ленинградском пр"
cian_332979701,https://www.cian.ru/sale/flat/332979701/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,"Москва, Левобережный район, Фестивальная ул., д.15, к.4","","",Беломорская,8,82000000,4,124.5,27/35,low,,36,https://images.cdn-cian.ru/images/2944531366-1.jpg,"Арт. 142272054 Квартира на высоком 27 этаже с дизайнерским ремонтом в новом ЖК бизнес-класса Фестиваль Парк-2 О квартире: Потолки 3.1м Вид из всех окон в сторону Москва-реки Управление светом, шторами через приложение или голосом Сделан дизайнерский ремонт с использованием качественных материалов Просторная мастер-спальня со своим санузлом Два универсальных помещения под детскую или рабочий кабинет Большая кухня-гостиная 45м2 (встроенные индукционная варочная панель, духовой шкаф с СВЧ, посудомоечная машина, встраиваемый холодильник) с мягкой зоной Качественный керамогранит высотой до 3 метра в трёх санузлах и постирочной: пол и стены до потолка Установлены стиральная и сушильная машины Asko"
cian_305070032,https://www.cian.ru/sale/flat/305070032/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Ленинградский проспект, 37/6","","",Аэропорт,12,82500000,3,82.3,37/41,medium,,16,https://images.cdn-cian.ru/images/2904603539-1.jpg,"Жилой квартал премиум-класса Prime Park - это сочетание уединения, комфорта и удобства жизни в мегаполисе. Он расположен на Ленинградском проспекте, 37/6, всего в 5 км от центра Москвы. В шаговой доступности - метро ""Динамо"", ""Сокол"", ""ЦСКА"" и ""Петровский парк"". За 10 минут можно добраться до ""Москва-Сити"", за 20 - до аэропорта ""Шереметьево"". Инновации для комфорта Каждая квартира оснащена системой ""Умный дом"", управляемой через приложение. Предусмотрены индивидуальные системы кондиционирования, усилители мобильной связи, а также бойлер на случай отключения воды. Дизайнерская кухня оборудована встроенной техникой: два холодильника, кофемашина, посудомоечная машина, духовой шкаф с функцией СВ"
cian_327091148,https://www.cian.ru/sale/flat/327091148/?mlSearchSessionGuid=c9c1b9e4ee74363aa19172767513c7e8,"Москва, Даниловский район, Летниковская ул., д.11, к.1","","",Павелецкая,9,82500000,2,83.9,24/32,high,,16,https://images.cdn-cian.ru/images/2942610694-1.jpg,"Вашему вниманию шикарная видовая квартира с не менее шикарным ремонтом в жк премиум класса ""High Life"". Просторная и светлая квартира мечты на 23-м этаже, с видом на набережную,лучшие видовые характеристики в ЖК, идеальный ремонт от топового застройщика Peeoner, заезжай в день сделки и начинай жить свою лучшую жизнь! Ключи на руках, оперативный показ, быстрый выход на сделку, один собственник. Разумный торг с реальным покупателем. Современный жк премиум класса, где продумана каждая деталь, вся инфраструктура внутри комплекса, кинотеатр, спортивный зал, просторная дворовая зеленая территория, лес внутри комплекса, откуда даже не надо никуда выходить все для комфортной и интересной жизни внутр"
cian_327323962,https://www.cian.ru/sale/flat/327323962/?mlSearchSessionGuid=78a0666744577009d6ebe85c885a6bab,"Москва, Космодамианская набережная, 4/22",ЦАО,Замоскворечье,Новокузнецкая,10,82638400,1,47.6,4/6,medium,,15,https://images.cdn-cian.ru/images/2937255678-1.jpg,"В клубном доме класса De Luxe ""Космо 4/22"", расположенном на острове Балчуг, напрямую от девелопера ГК ""Галс-Девелопмент"" представлена 1-комнатная квартира на 4 этаже общей площадью 47.60 м². Квартира предлагается без отделки, со свободной планировкой. Пространство позволяет воплотить дизайн - проект в соответствии с Вашими предпочтениями. Клубный дом на Космодамианской набережной ""Космо 4/22"" - это гармоничное сочетание классики и современности. Из окон открывается великолепный вид на знаменитую высотку на Котельнической набережной и Кремль. В клубном доме найдут продолжение аутентичные детали доходного дома проекта 1901 г. русского архитектора Николая Благовещенского, а сохраняемый историч"
cian_328438400,https://www.cian.ru/sale/flat/328438400/?mlSearchSessionGuid=9284a4b8dcc49b48fbbadc68a3a5883f,"Москва, Шлюзовая набережная, 2/1с1",ЦАО,Замоскворечье,Павелецкая,8,82791400,2,73.7,4/8,high,,0,"","В элитном жилом комплексе ""Монблан"" на Шлюзовой набережной в Замоскворечье напрямую от девелопера ГК ""Галс-Девелопмент"" представлена 2-комнатная квартира квартира на 4 этаже общей площадью 73.70 м². Квартира предлагается без отделки. ""Монблан"" - элитный жилой комплекс в сердце Замоскворечья, в уникальном месте Москвы. Проект расположен в хорошо знакомом месте, напротив Дома музыки, прямо у воды. Поездка от жилого комплекса до Кремля займёт 10 минут по живописным историческим набережным города. Неординарные архитектурные формы, разработанные бюро ""СПИЧ"", манят взгляды к этому уникальному дому. Внутренний мир ""Монблан"" является продолжением его внешнего облика: - Авторская отделка лобби высоко"
cian_332573717,https://www.cian.ru/sale/flat/332573717/?mlSearchSessionGuid=c9c1b9e4ee74363aa19172767513c7e8,"Москва, Пресненский район, Мантулинская ул., д.9, к.6","","",Москва-Сити,12,82990000,2,70.0,3/19,low,,15,https://images.cdn-cian.ru/images/2935925703-1.jpg,"Вашему вниманию предлагается квартира с прекрасным видом на Москва Сити и дизайнерским ремонтом. Грамотное планировочное решение обеспечивает максимальную функциональность. Просторная кухня-гостиная 27 кв.м. и спальня с просторной гардеробной общей площадью 25.9 кв.м., что делает комнату просторной и функциональной. В коридоре встроенный шкаф для сезонной одежды. При выполнение отделочных работ применялись высококачественные отделочные материалы. Установлена канальная система кондиционирования с функцией очистки воздуха. Техника премиальной линейки. Сити-парк это ЖК премиум-класса, расположенный в престижном Пресненском районе ЦАО, представляет из себя 6 корпусов переменной этажности (6-20 э"
cian_330887003,https://www.cian.ru/sale/flat/330887003/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,"Москва, Хорошёво-Мнёвники район, Нижние Мневники ул., д.7, к.4","","",Терехово,14,83000000,4,136.5,18/22,low,,21,https://images.cdn-cian.ru/images/2897250181-1.jpg,"Продаётся ШИКАРНАЯ видовая квартира в жилом комплексе ""ОСТРОВ"" в ПРЕМИАЛЬНОМ корпусе,- первая линия от реки. Это идеальный выбор для тех, кто ценит комфорт, уют и лаконичность. Кухня-гостиная с лоджией, 3 спальни, 3 санузла, гардеробная, Холл. Преимущества, связанные с квартирой: Один собственник Свободная продажа ЖК ОСТРОВ — премиальный жилой комплекс в окружении реки и 650 га природных парков, суперсовременная самодостаточная инфраструктура, продуманные общественные пространства, инновационные и экологичные решения в строительстве и благоустройстве территории. Закрытая территория с красивым ландшафтным дизайном, двор без машин. Дома с роскошными лобби, подземным паркингом с электро-зарядка"
cian_323416386,https://www.cian.ru/sale/flat/323416386/?mlSearchSessionGuid=04e1f4428bd99b514deeb28de98139c8,"Москва, Мичуринский пр-кт, 80",ЗАО,Очаково-Матвеевское,Озёрная,5,83000000,4,253.0,24/25,medium,,0,"","Номер объекта: 585978. Эффектная и просторная 4-комнатная квартира площадью 253 кв.м в доме с закрытой и охраняемой территорией, расположенном в престижном западном административном округе на Мичуринском проспекте у Ландшафтного заказника ""Долина реки Очаковки"" с Большим Очаковским прудом. В квартире выполнена качественная дизайнерская отделка. Планировочным решением предусмотрены: просторная гостиная, кухня, 3 спальни, 2 санузла, гардеробные, большая прихожая, лоджия. Из окон квартиры открывается великолепный вид на Большой Очаковский пруд. Высота потолков 3 метра. Закрытая и охраняемая территория. Просторное лобби с комфортной зоной для ожидания. Дом расположен в 1 минуте от Большого Очако"
cian_323804160,https://www.cian.ru/sale/flat/323804160/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Москва, Нижние Мневники 10","","",Терехово,5,83000000,3,86.0,4/9,low,,18,https://images.cdn-cian.ru/images/2905141745-1.jpg,"Квартира с полной отделкой в тихом премиальном доме. Окна выходят на солнечную сторону - юг и юго-запад, где можно наслаждаться живописными закатами. Квартира находится на четвёртом этаже в корпусе, где все квартиры сдавались с полной финишной отделкой. Это значит, что вам не придётся беспокоиться о шуме от ремонтных работ. До метро ""Терехово"" 5 минут пешком. В соседнем квартале с этого года работает школа 2030, известная как ""Школа будущего"". Функциональная планировка включает кухню-гостиную с обеденной зоной, мастер-спальню с собственной ванной комнатой и гардеробной, вторую спальню, гостевой санузел, постирочную и холл. Из окон открываются виды на парк и благоустроенную территорию комплек"
cian_330203373,https://www.cian.ru/sale/flat/330203373/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Россия, г. Москва, Минская ул., д. 2, корп. 2","","",Минская,13,83000000,3,105.0,15/39,medium,,12,https://images.cdn-cian.ru/images/2883137025-1.jpg,"129825 ЖК Долина Сетунь Видовая 3-х комнатная квартира в Жилом комплексе ""Долина Сетунь"". Выполнен современный дизайнерский ремонт. В отделке использованы только премиальные европейские материалы, на полу дорогой паркет из дуба. Квартира полностью меблирована, в квартире только итальянская мебель премиум класса. Прекрасный аквариум встроенный в стену. Итальянские люстры, светильники, свет Centrsvet. Кухня Leicht из шпона, вся бытовая техника Miele. Установлены звуковые колонки в потолке на кухне и ванной. Тёплые полы в прихожей, на кухне, санузлах и на балконе. Противопожарные датчики, защита от протечек, так же установлен бойлер. Планировочное решение: кухня-гостиная, мастер-спальня со свое"
cian_326283808,https://www.cian.ru/sale/flat/326283808/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,"Москва, Хорошёво-Мнёвники район, Нижние Мневники ул., д.7","","",Терехово,17,83000000,4,138.8,18/22,low,,16,https://images.cdn-cian.ru/images/2787134420-1.jpg,"Ключи на руках. Роскошная квартира 139 м² в премиальном корпусе ЖК ""Остров 4"". 18 этаж с панорамными видами на реку и Москва Сити Закрытая территория премиум-класса Функциональная организация пространства: Просторная кухня-гостиная Две изолированные спальни Кабинет (возможно использование как дополнительная спальня) Две гардеробные зоны Три санузла Уютная лоджия Инфраструктура мирового уровня: Собственный парк с зонами отдыха Спортивная инфраструктура мирового класса Современные технологии ""умного дома"" Круглосуточный сервис консьерж-службы Безопасность и комфорт: Закрытая территория под охраной Система безопасности с распознаванием лиц Подземный паркинг с зарядкой для электромобилей Располо"
cian_331555127,https://www.cian.ru/sale/flat/331555127/?mlSearchSessionGuid=04e1f4428bd99b514deeb28de98139c8,"Россия, Москва, Измайловский проезд, 10к3",ВАО,Измайлово,Измайловская,14,83000000,4,112.8,4/18,low,,0,"","Номер лота: 103034. Откройте для себя исключительный уровень жизни в премиальном ЖК ""Виноградный"" , где приватность собственной резиденции гармонично сочетается с шаговой доступностью живописного Серебряно-Виноградного пруда и масштабного лесопарка. Пространство с безупречным дизайнерским ремонтом и премиальной техникой мировых брендов уже полностью готово к Вашему переезду — Вам останется лишь разложить личные вещи. Закрытая охраняемая территория с концепцией ""двор без машин"" и комфортным подземным паркингом создают идеальный оазис безопасности для вашей семьи. О квартире: - Просторная 4-комнатная квартира общей площадью 112,8 м², созданная для тех, кто ценит высокий уровень жизни. - Продум"
cian_327867866,https://www.cian.ru/sale/flat/327867866/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,"Россия, Москва, Нижняя Красносельская улица, 35с49",ЦАО,Басманный,Бауманская,7,83000000,4,129.0,9/9,high,E,21,https://images.cdn-cian.ru/images/kvartira-moskva-nizhnyaya-krasnoselskaya-ulica-2830410855-1.jpg,"Редкий формат городской недвижимости — двухуровневые апартаменты 129 м² с собственной террасой и панорамными видами на Москву. Общая площадь апартаментов — 129 м², включая просторную террасу 48 м². Пространство организовано на двух уровнях и напоминает городской пентхаус: высокий второй свет, панорамные окна и выход на большую приватную террасу. С террасы открываются впечатляющие виды на центр Москвы и сталинские высотки. Это идеальное пространство для завтраков, ужинов с друзьями и отдыха на свежем воздухе. Планировка 1 уровень — 55 м² • просторная гостиная со панорамным видом • кабинет с книжными полками • гостевая спальня • кухня, объединенная с гостиной • обеденная зона • гостевой санузе"
cian_330614405,https://www.cian.ru/sale/flat/330614405/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Москва, Павелецкая набережная, д. 8Б","","","",9,84000000,3,130.0,3/16,medium,,21,https://images.cdn-cian.ru/images/2891303924-1.jpg,"Двухуровневая квартира с двумя спальнями общей площадью 130 м² в комплексе бизнес-класса ""Резиденции композиторов"" в двух минутах ходьбы от Павелецкой набережной. Квартира с дизайнерской отделкой в современном стиле расположена на третьем этаже. Планировка включает кухню-гостиную со вторым светом и биокамином, спальню со своей гардеробной, санузел и прихожую с гардеробной на первом уровне, на втором — мастер-спальню со своей гардеробной, ванной и кабинетом. Из панорамных окон открываются виды на город. Главное о доме. На территории старинной фабрики вырос квартал из 6 корпусов с фасадами из красного и белого клинкера. Центр жизни здесь — ландшафтная площадь с фонтанами, где вы читаете книгу "
cian_329332218,https://www.cian.ru/sale/flat/329332218/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,"Россия, Москва, улица Виктора Маслова, 2","","",Автозаводская,16,84380000,4,135.0,2/2,medium,,14,https://images.cdn-cian.ru/images/kvartira-moskva-viktora-maslova-ulica-2916586489-1.jpg,"Продаётся квартира в элитном ЖК RiverSky, застройщик Sminex. О КВАРТИРЕ: черновая отделка. Двухуровневая квартира. Функциональная планировка: кухня, гостиная, три комнаты, три совмещённых санузла, есть пространство для гардероба и мест хранения. Две лоджии, окна выходят во двор с ландшафтным дизайном также на набережную. ПО ДОКУМЕНТАМ: один взрослый собственник, покупалась по ДДУ, полная стоимость в договоре, свободная продажа. О ДОМЕ: ЖК ""River Sky"" - квартал с авторской архитектурой. Красивейшая набережная, великолепная территория ЖК с полной инфраструктурой, тихое, зеленое место: с одной стороны своя набережная, с другой спорткомплекс с благоустроенной зеленой территорией! ИНФРАСТРУКТУРА:"
cian_332680338,https://www.cian.ru/sale/flat/332680338/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,"Россия, г. Москва, Ломоносовский пр-т, д. 29, корп. 3","","",Ломоносовский проспект,2,84500000,4,101.4,11/24,high,,40,https://images.cdn-cian.ru/images/2938462058-1.jpg,"212447 ЖК Шуваловский 4-комнатная квартира 101,4 кв.м в жилом комплексе ""Шуваловский"". Планировка: прихожая, кухня с выходом на балкон, гостиная, мастер-спальня с гардеробной, ванная комната с душевой кабиной, вторая спальня, вторая ванная комната с душевой кабиной, кабинет (или третья спальня). Окна ориентированы на две стороны света. Экосистема Kalinka недвижимость для счастья. Участник ассоциации AREA"
cian_332936280,https://www.cian.ru/sale/flat/332936280/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,"Россия, Москва, улица Сокольнический Вал, 3","","",Рижская,15,84540000,4,160.4,21/21,high,,24,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-sokolnicheskiy-val-2943709832-1.jpg,"Апартаменты с панорамным видом на парк Сокольники — 160 м² в бизнес-классе с панорамным видом на парк Сокольники! На этаже всего лишь 7 апартаментов! Над апартаментом есть еще технический этаж. Возможна перепланировка и разделение на несколько апартаментов! Предлагаются просторные апартаменты площадью 160.4 м² в современном жилом комплексе бизнес-класса Резиденция Сокольники — в одном из самых зеленых и комфортных районов Москвы. Главное преимущество — панорамные виды на парк Сокольники и город. Высокие этажи позволяют наслаждаться открытой перспективой, большим количеством естественного света и ощущением пространства, которое особенно ценится в городской недвижимости. Свободная планировка д"
cian_332519525,https://www.cian.ru/sale/flat/332519525/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Москва, Тимирязевская улица, 26","","",Тимирязевская,11,84654284,3,89.9,7/16,low,,18,https://images.cdn-cian.ru/images/2934721816-1.jpg,"Прямая продажа от застройщика. Продаётся 3-комнатная квартира общей площадью 89.92 м² без отделки в премиальном клубном доме ""26 ПАРКВЬЮ"" на 7-м этаже 16 этажного дома. • Расположение Проект расположен в сформированном районе с устойчивой городской средой и высокой экологической ценностью. Уникальность локации определяется соседством сразу с двумя крупными парковыми массивами. Пространство вокруг наполнено зеленью, водой и естественными ландшафтами. Пешком: 10 минут до метро ""Тимирязевская"" через парк На машине: 15 минут до ТТК и МКАД 20 минут до Садового 10 минут до Ботанического сада 15 минут до главного входа ВДНХ 15 минут до Крылатских Холмов 5 минут до Тимирязев Центр • Архитектура Расп"
cian_330920558,https://www.cian.ru/sale/flat/330920558/?mlSearchSessionGuid=97c0d497369f1966b67699588d936436,"Москва, Красная Пресня, 21",ЦАО,Пресненский,Краснопресненская,7,85000000,3,159.0,8/12,medium,,0,"","Просторная квартира с 2 спальнями общей площадью 159 м² в доме ""Красная Пресня, 21"" на 8 этаже. Интерьер оформлен в дворцовой стиле — декоративные молдинги, пилястры, лепнина, многоуровневые потолки. Планировка включает гостиную, кухню-столовую с островом, спальню, ванную комнату, гостевой санузел с душевой кабиной, гардеробную и холл. Из окон открываются виды на улицу Красная Пресня и на придомовую территорию. Комментарий эксперта. Меня зовут Елизавета Петрова — брокер компании Whitewill. Я отвечаю за продажу этого лота. Свяжитесь со мной, чтобы получить расширенную презентацию, больше фотографий или договориться о просмотре. Могу провести экскурсию по локации и познакомить вас с этим домом"
cian_327261889,https://www.cian.ru/sale/flat/327261889/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,"Россия, г. Москва, Кутузовский проезд, вл. 16.","","",Фили,4,85000000,4,100.0,42/45,medium,,20,https://images.cdn-cian.ru/images/2847219345-1.jpg,"Квартира с тремя спальнями общей площадью 100 м² в комплексе небоскрёбов премиум-класса ""Ривер Парк Кутузовский"" на набережной Москвы-реки. Квартира со свободной планировкой расположена в башне ""Амбер"" (Amber) на сорок втором этаже. Возможная планировка: просторная кухня-гостиная, две спальни с собственными санузлами, кабинет или третья спальня, гостевой санузел, холл. Благодаря панорамным окнам пространство наполнено естественным светом и теплом, открываются виды на парк Победы, Кутузовский проспект и благоустроенный двор. Главное о доме. Ривер Парк Кутузовский стоит на Кутузовской набережной, с прямыми видами на Москва-Сити и воду. Ансамбль башен на общем стилобате подчёркивает горизонт на"
cian_331200623,https://www.cian.ru/sale/flat/331200623/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Москва, Пресненский район, Мантулинская ул., д.9, к.6","","",Москва-Сити,12,85000000,3,68.3,6/20,low,,42,https://images.cdn-cian.ru/images/2904485229-1.jpg,"Вашему вниманию предлагается квартира в ЖК премиум класса Сити-парк! Квартира предлагается с премиальной отделкой. Планировка: - кухня-гостиная - мастер-спальня с гардеробной и свои с/у - спальня или кабинет по желанию - гостевой санузел с душем Только что выполнен качественный ремонт. Техника Asko, в том числе стиральная и сушильная машины. Вся новая мебель. Установлена приточно-вытяжная вентиляция и система кондиционирования. Виды в сторону зеленого двора. Сити-парк это ЖК премиум-класса, расположенный в престижном Пресненском районе ЦАО, представляет из себя 6 корпусов переменной этажности (6-20 этажей) с превосходной очень зеленой территорией, пожалуй самой зеленой в центре города. Неосп"
cian_329294988,https://www.cian.ru/sale/flat/329294988/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,гор. Москва ул. Губкина д. 6к1,"","",Академическая,17,85000000,4,180.0,12/26,medium,,19,https://images.cdn-cian.ru/images/2862524583-1.jpg,"Квартира в доме ""Губкина, 6к1"" рядом с природным заказником ""Воробьёвы горы"". Квартира площадью 180 м² расположена на 12 этаже. Выполнена отделка в светлых тонах. Интерьеры украшают многоуровневые потолки и карнизы. Продуманы различные сценарии освещения. Установлена индивидуальная система кондиционирования. Функциональная планировка включает гостиную, кухню-столовую, 3 спальни, четыре санузла, 2 гардеробные, балкон и холл. Из окон, ориентированных на три стороны света, открываются виды на город и территорию комплекса. Предусмотрено 3 машино-места в наземном паркинге. На фото присутствуют элементы хоумстейджинга - комплектация квартиры может быть изменена. Комментарий эксперта. Меня зовут Ро"
cian_331954309,https://www.cian.ru/sale/flat/331954309/?mlSearchSessionGuid=04e1f4428bd99b514deeb28de98139c8,"Москва, Ксеньинский пер., 3",ЦАО,Хамовники,Парк Культуры,8,85000000,4,180.2,9/9,medium,,0,"","К продаже предлагается прекрасный апартамент - пентхаус в клубном доме, в одном из самых престижных районов столицы - Хамовниках. Всего 17 квартир в доме, что создает приватность и безопасность. В апартменте можно воплотить шикарный дизайн - проект. Особенности пентхауса: Потрясающие виды из окон в любое время года, на красивую Москву; Высокие потолки, много воздуха и света; Функциональная планировка: - Гостиная, с действующим дровяным камином; - Гостевой санузел; - Две спальные комнаты; - Кабинет для работы; - Собственный балкон, с потрясающим видом; Индивидуальный проект дома ""Ксеньинский"": Безопасность и комфорт, закрытая территория, круглосуточная охрана, видеонаблюдение, пропускной режи"
