запрос,id,адрес,цена,комнат,площадь,метров_до_патриарших,оценка_1_2_3,описание
b05,cian_331945397,"Москва, Малая Филёвская улица, 46",70151300,2,64.3,,"","Двухкомнатная велнес-резиденция площадью 64.3 кв. м. на 10 этаже с видом на двор в доме премиум-класса Springs. В квартире выполнена чистовая дизайнерская отделка. Резиденция наполнена светом и воздухом, благодаря панорамному остеклению и высоким потолкам. На первом этаже дома расположены: - фитнес-центр с бассейном; - СПА с хаммамом; - бьюти-зона с массажным кабинетом. - ресторан. Все сервисы доступны исключительно для резидентов. Всего в 2 минутах ходьбы от дома находится заповедный парк Фили — прекрасное место для спокойного и активного отдыха. Зеленый массив, набережная, велотропы и открыт"
b05,cian_332527158,"Москва, ЖК Родина Парк, к1",70994823,4,86.1,,"","Продается 4-комнатная квартира 86.1 м² на 10 этаже ЖК Родина Парк. Особенности: - Просторная кухня-гостиная - 2 лоджии - Мастер-спальня с ванной комнатой - Окна на две стороны Родина Парк: экосистема для семьи, где растут и дети, и ваши возможности. Премиальный семейный кластер на западе Москвы, с трех сторон окруженный крупнейшим в столице природным заказником - ""Долина реки Сетунь"", вблизи Кутузовского проспекта. ""Родина Парк"" - это единственный в столице жилой квартал с собственной экосистемой для развития, здоровья и творчества, где всё подчинено главной цели: дать человеку условия для раз"
b05,cian_331943665,"Москва, Минская ул, 1Гк3",70999999,3,144.9,,"","id: 551356 ВНИМАНИЕ! Предлагаем вашему вниманию уютную , светлую 3х-комнатную квартиру в жилом комплексе премиум-класса ""Золотые Ключи 2"", общей площадью 163.3 кв.м. (с учетом балконов и лоджий) Квартира с современным ремонтом выполнена по индивидуальному дизайнерскому проекту с использованием экологически чистых материалов, что обеспечивает высокий уровень комфорта и безопасности для жизни. Планировка отличается уникальными решениями: две изолированные спальни, Кухня-гостиная, гардеробная, два санузла, две лоджии и балкон. Здесь вы найдете все необходимое для комфортного проживания. Жилой ком"
b05,cian_332833069,"Москва, Минская ул, 1Гк3",70999999,3,165.0,,"","id: 551415 ВНИМАНИЕ! Предлагаем вашему вниманию уютную , светлую 3х-комнатную квартиру в жилом комплексе премиум-класса ""Золотые Ключи 2"", общей площадью 163.3 кв.м. (с учетом балконов и лоджий) Квартира с современным ремонтом выполнена по индивидуальному дизайнерскому проекту с использованием экологически чистых материалов, что обеспечивает высокий уровень комфорта и безопасности для жизни. Планировка отличается уникальными решениями: две изолированные спальни, Кухня-гостиная, гардеробная, два санузла, две лоджии и балкон. Здесь вы найдете все необходимое для комфортного проживания. Жилой ком"
b05,cian_329787659,"Россия, Москва, проспект Генерала Дорохова, 39к2Г",71000000,3,75.3,,"","Номер лота: 97103. Идеальная квартира с премиальным ремонтом в статусном ЖК West Garden! Устали от компромиссов, ожидания ключей и строительной пыли? Представляем безупречный лот в престижных Раменках, где всё уже продумано до мелочей. Заезжайте прямо в день сделки и наслаждайтесь жизнью, о которой всегда мечтали! Пространство, созданное для вашего комфорта. Планировка идеально подстроится под Ваш ритм жизни — будь Вы амбициозная пара или современная семья. Сердце дома: просторная кухня-гостиная. Идеальное место для кулинарных шедевров, теплых семейных ужинов и стильных вечеринок. Две приватны"
b05,cian_330912061,"Россия, Москва, проспект Генерала Дорохова, д. 39, корп. 2Г",71000000,3,75.0,,"","3-комнатная квартира площадью 75 м² в престижном районе Раменки на западе Москвы Комфортная планировка включает в себя просторную кухню-гостиную, две спальни, два санузла и удобную прихожую. Квартира полностью готова к заселению, меблирована и укомплектована техникой. Выполнена качественная отделка по индивидуальному проекту из натуральных и дорогих материалов. Благодаря высоким потолкам и панорамным окнам, комнаты квартиры наполнены светом, простором и уютом. Лот находится на 12 этаже — из окон открываются живописные виды на благоустроенную территорию ЖК. О ЖК: West Garden — собрание клубных "
b05,cian_331685818,"Москва, Гродненская улица, вл18",72318750,4,101.5,,"","Продается простороная квартира площадью 101,5 м² в корпусе ""Созидание"" клубного дома ""Кутузов Сити"". Функциональная планировка квартиры идеально подойдёт для семьи. В квартире три изолированные комнаты, одна из которых — мастер-спальня с санузлом и отдельным помещением, которое можно адаптировать под гардеробную или небольшой кабинет. Просторная кухня-гостиная с террасой станет идеальным местом для семейных ужинов и приёма гостей. На террасе можно организовать зону отдыха или собственную летнюю веранду для завтраков. В общей сложности, в квартире предусмотрено три санузла. Одно из этих помещен"
b05,cian_331749377,"Москва, улица Сокольнический Вал, 2Ас1",74727277,4,133.3,,"","Продаётся 4-комнатная квартира 133,26 м² в жилом комплексе Солос (бизнес-класс) рядом с парком Сокольники. Квартиру отличают панорамное остекление, потолки 3.2 м, улучшенная шумо и воздухоизоляция. Дом сдаётся в 4 квартале 2029 года, продажи проходят через эскроусчета. Подземный паркинг, коворкинг, закрытая благоустроенная территория с фонтаном и артобъектами. Гибкие условия покупки. Ключевые преимущества: — Расположение в одном из самых популярных районов старой Москвы, рядом с одним из крупнейших парков столицы — ""Сокольники"". — До парка 2 минуты пешком. — Удобный выезд на Третье транспортно"
b05,cian_330998292,"Россия, Москва, Никитский бульвар, 25",75000000,3,72.5,,"","Уникальная квартира! С потрясающим видом! Пожалуй, с лучшим видом на Бульварном кольце, среди продаваемых квартир в 2026 году! Просторная, уютная трехкомнатная квартира с дизайнерским ремонтом, высокими потолками и итальянской мебелью. Планировка идеальна: комнаты изолированы, два санузла, гардеробная. Свет и Вид на две стороны: Квартира — редкая находка для ценителей солнечного света и городской эстетики. Окна выходят на две стороны: Вид 1: Спокойный вид на старинную Церковь ""Феодора Студита"" (историческое сердце района, домашняя церковь Александра Суворова). Купола создают неповторимый колор"
b05,cian_329047284,"Ленинградский проспект, 37/7",75000000,3,74.3,,"","Редкий формат клубного жилья в составе премиального жилого квартала в 5 км от Кремля с разнообразной инфраструктурой: рестораны, спортклуб с бассейном, груминг, аптека, химчистка, магазины. Малоэтажная секция - это минимум соседей, максимум приватности, отдельный лифт и выход на улицу. В квартире выполнен свежий ремонт. Прекрасные видовые характеристики, приточно-вытяжная вентиляция с тонкой фильтрацией, индивидуальное кондиционирование, очистка воды и воздуха. панорамные окна, высокие потолки. Сотрудники Валет паркинга бережно припаркуют Ваш автомобиль на подземный паркинг, портье откроет две"
b05,cian_330484661,"Москва, Толмачевский Ст. пер., 17с2",75000000,3,76.0,,"","Предлагаем Вашему вниманию 3 комнатную квартиру в пешей доступности от нескольких станций метро: ""Новокузнецкая""/""Третьяковская""/""Добрынинская"". Планировка подразумевает: холл, кухня-гостиная, спальня с вместительной гардеробной, изолированная детская, совмещенный санузел, кладовая. Окна выходят на 2 стороны-тишина! Высокие потолки 3,6 м. Современный, капитальный, дизайнерский ремонт в классическом стиле: двери - 2,4 м, штучный дубовый паркет: французская елка, материалы, техника, сантехника, мебель- ведущих западных брендов, стиль в каждой детали. Подъезд после кап.ремонта. Приличные соседи! "
b05,cian_329374743,"Москва, Ленинградский проспект, 37/8",76233328,4,108.0,,"","Жилой квартал Prime Park воплощает все преимущества premium-living. Престижная локация на Ленинградском проспекте, 37: - 5 мин. от Тверской улицы, Патриарших прудов и Белой площади, - 20 мин. до аэропорта ""Шереметьево"" или ""Москва-Сити"", - 4 парка — Ходынское поле, Петровский и Чапаевский парки, Березовая роща, - 4 станции метро — ""ЦСКА"", ""Аэропорт"", ""Динамо"" и ""Петровский парк"". Многократный победитель премий European Property Awards и Urban Awards, а также на протяжении пяти лет остается самым продаваемым проектом в своем сегменте. Premium-living Консьержи предугадывают желания резидентов и "
b05,cian_331823261,"Москва, жилой комплекс Алиа, 4-й квартал, блок Ривер 1, к1",78255270,4,109.5,,"","Продаётся 4-комнатная квартира 109.5 м². В премиальном квартале Алиа Элайв на 37-м этаже 39-этажного дома. Одна из самых ярких и впечатляющих частей жилого района Алиа — премиальный квартал Алиа Элайв. Это две башни LIGHTHOUSE от бюро APEX на первой береговой линии Москвы-реки с закрытым внутренним двором, детскими и спортивными площадками. Во всех квартирах — высокие потолки и панорамные окна, из которых открываются вдохновляющие виды на реку и зеленые массивы парков. Среди редких форматов — квартиры с террасой, двухуровневые квартиры и пентхаусы. У башен помимо собственных лобби и подземного"
b05,cian_329624264,"Москва, 1-й Красногвардейский проезд, дом 22, строение 2",79000000,2,83.0,,"","Видовые апартаменты площадью 83 м² в комплексе небоскрёбов премиум-класса ""Нева Тауэрс"" расположены на 36 этаже в башне 2. В планировке: кухня-гостиная, одна спальня, холл-прихожая с гардеробом. Высота потолков 3,5 м. Панорамные окна в пол выходят на север и запад - с лучшим видом на закаты. Отделка в стиле лофт выполнена с использованием премиальных материалов: стены — декоративная штукатурка и керамогранитные слэбы, в спальне — декоративные панели из натурального дерева, пол — инженерная доска. Система освещения поддерживает различные сценарии: контурный свет, мягкий приглушённый свет для ве"
b05,cian_331887094,"Москва, Южный административный округ, Даниловский район, микрорайон Г, жилой комплекс Форивер, 10",79180000,4,136.0,,"","Готовая и просторная квартира площадью 136,1 м2. Окна кухни-гостиной обращены в сторону Москвы-реки, с спален в сторону приватного видового двора. Продуманная планировка позволяет разместить три мастер-спальни и просторную кухню-гостиную. На собственной лоджии вы воплотите любую задумку: сможете устроить зону с барбекю, зелёный сад с мягкой мебелью или пространство для йоги. Высокие потолки увеличат объём квартиры, создадут ощущение простора и свободы."
b05,cian_330450299,"Россия, Москва, улица Нижние Мнёвники, 16к2",79900000,3,139.6,,"","Продается просторная трехкомнатная квартира в новом доме на улице Нижние Мнёвники, 16к2, всего в 5 минутах пешком от метро Терехово. Общая площадь квартиры составляет 139.6 кв. м, жилая площадь — 80.6 кв. м, а кухня впечатляющих размеров — 35 кв. м. Квартира расположена на 17 этаже 23-этажного дома, который был построен в 2024 году. Высокие потолки 3 метра обеспечивают ощущение простора и свободы. В квартире выполнен начальный этап дизайнерского ремонта. В каждой комнате установлены качественные материалы. Кухня оборудована мебелью. Есть мастер-спальня, большая гардеробная комната при входе. В"
b05,cian_310512836,"Россия, Москва, жилой комплекс Нова, к1",81500000,4,85.7,,"","Лучшая видовая квартира на московский гольф клуб и МГУ с дизайнерской отделкой (мебель в санузлах и кухня) ! Удобные условия оплаты от застройщика. Рассрочка 15%. Предлагается на продажу 4-комнатная квартира с отделкой в престижном районе Раменки, рядом с Парком Победы Функциональная планировка предусматривает просторную кухню-гостиную, три спальни и два санузла. Лот расположена на 23 этаже — из окон открываются потрясающие виды на город. Благодаря большим окнам и высоким потолкам 3,25 метров квартира наполнена светом. NOVA — премиальный жилой комплекс на берегу реки в престижном районе Раменк"
b05,cian_332979701,"Москва, Левобережный район, Фестивальная ул., д.15, к.4",82000000,4,124.5,,"","Арт. 142272054 Квартира на высоком 27 этаже с дизайнерским ремонтом в новом ЖК бизнес-класса Фестиваль Парк-2 О квартире: Потолки 3.1м Вид из всех окон в сторону Москва-реки Управление светом, шторами через приложение или голосом Сделан дизайнерский ремонт с использованием качественных материалов Просторная мастер-спальня со своим санузлом Два универсальных помещения под детскую или рабочий кабинет Большая кухня-гостиная 45м2 (встроенные индукционная варочная панель, духовой шкаф с СВЧ, посудомоечная машина, встраиваемый холодильник) с мягкой зоной Качественный керамогранит высотой до 3 метра "
b05,cian_328438400,"Москва, Шлюзовая набережная, 2/1с1",82791400,2,73.7,,"","В элитном жилом комплексе ""Монблан"" на Шлюзовой набережной в Замоскворечье напрямую от девелопера ГК ""Галс-Девелопмент"" представлена 2-комнатная квартира квартира на 4 этаже общей площадью 73.70 м². Квартира предлагается без отделки. ""Монблан"" - элитный жилой комплекс в сердце Замоскворечья, в уникальном месте Москвы. Проект расположен в хорошо знакомом месте, напротив Дома музыки, прямо у воды. Поездка от жилого комплекса до Кремля займёт 10 минут по живописным историческим набережным города. Неординарные архитектурные формы, разработанные бюро ""СПИЧ"", манят взгляды к этому уникальному дому. "
b05,cian_327867866,"Россия, Москва, Нижняя Красносельская улица, 35с49",83000000,4,129.0,,"","Редкий формат городской недвижимости — двухуровневые апартаменты 129 м² с собственной террасой и панорамными видами на Москву. Общая площадь апартаментов — 129 м², включая просторную террасу 48 м². Пространство организовано на двух уровнях и напоминает городской пентхаус: высокий второй свет, панорамные окна и выход на большую приватную террасу. С террасы открываются впечатляющие виды на центр Москвы и сталинские высотки. Это идеальное пространство для завтраков, ужинов с друзьями и отдыха на свежем воздухе. Планировка 1 уровень — 55 м² • просторная гостиная со панорамным видом • кабинет с кни"
b05,cian_332067922,"Москва, Нижняя Красносельская ул., 35, стр. 48",85000000,2,90.1,,"","ID 65257. Эксклюзив. Только в Intermark. ЖК ТриБека Апартментс (TriBeca Apartments). Роскошные двухуровневые видовые апартаменты в элитном ЖК Трибека Апартментс в Басманном районе ЦАО. Это уникальный опен спейс с впечатляющим панорамным видом и авторским высококачественным интерьером. Отличный готовый вариант как для собственного проживания, так и для офисного пространства. Главная архитектурная жемчужина панорамное окно 77 метров в гостиной. Оно превращает стену в невидимую границу, максимально наполняет пространство естественным светом и меняет само ощущение дома: вы живете внутри городского"
b05,cian_332979325,"Москва, Раменки район, Генерала Дорохова пр-кт., д.49",85000000,3,100.0,,"","Арт. 142272050 Пентхаус на последнем 52 этаже с дизайнерским ремонтом в новом ЖК премиум-класса Will Towers Корпус Energy О квартире: Потолки 3.5м в чистовом варианте с панорамными окнами, двери высотой 3 метра Вид в сторону Матвеевского леса Встроенная приточная система с канальным кондиционированием Управление светом, шторами через приложение или голосом Сделан евроремонт с использованием качественных материалов Просторная мастер-спальня со своим санузлом Универсальное помещение под детскую или рабочий кабинет Большая кухня-гостиная 42м2 (встроенные индукционная варочная панель Kuppersbusch,"
b05,cian_332603485,"Россия, Москва, 4-я улица Марьиной Рощи, 10к3",85000000,4,112.0,,"",Уникальное предложение в жилом комплексе бизнес-класса МОД! Финал ремонта - конец сентября 2026 года После завершения работ цена вырастет. Предлагается стильная евро-4 квартира площадью 112м² с просторной кухней-гостиной и шикарным мастер-блоком! Потолки 3м! Панорамные окна в пол! Завораживающие виды на ночной город! У застройщика такие квартиры были на 20-30% дороже. Особенности и преимущества: - Мастер-блок с отдельной гардеробной комнатой с окном - Две комнаты свободного назначения (детская/кабинет/гостевая) - под индивидуальный запрос вашей семьи - Две полноценные ванные комнаты с системой
b05,cian_331954309,"Москва, Ксеньинский пер., 3",85000000,4,180.2,,"","К продаже предлагается прекрасный апартамент - пентхаус в клубном доме, в одном из самых престижных районов столицы - Хамовниках. Всего 17 квартир в доме, что создает приватность и безопасность. В апартменте можно воплотить шикарный дизайн - проект. Особенности пентхауса: Потрясающие виды из окон в любое время года, на красивую Москву; Высокие потолки, много воздуха и света; Функциональная планировка: - Гостиная, с действующим дровяным камином; - Гостевой санузел; - Две спальные комнаты; - Кабинет для работы; - Собственный балкон, с потрясающим видом; Индивидуальный проект дома ""Ксеньинский"": "
b05,cian_330708830,"город Москва, Ломоносовский проспект, д. 29, корпус 3, квартира 138",88000000,3,113.0,,"","Квартира с 2 спальнями общей площадью 113 м² в комплексе премиум-класса ""Квартал Шуваловский"" в районе Раменки. Дизайн интерьера оформлен в классическом стиле. В отделке использовано натуральное дерево, гипсовые колонны, премиальный текстиль. Квартира укомплектована выполненной на заказ итальянской мебелью ""Соччи"" (Socci), мягкой мебелью ""Гранд"" и бытовой техникой. Двери из массива дерева, наборный паркет, люстры ""Мурано"". Планировка включает просторную кухню-столовую с обеденной зоной, мастер-спальню с выходом на лоджию, вторую спальню, ванную комнату, гостевой санузел и холл. Высота потолков"
b05,cian_322402466,"Москва, Ломоносовский пр-т, 36",88000000,4,100.7,,"","ID 64929. Эксклюзив. Только в Intermark. ЖК Счастье на Ломоносовском. Потрясающая 4-х комнатная квартира в новом элитном ЖК ""Счастье на Ломоносовском"". Окна на 3 стороны света, самый лучший тип планировки не только в рамках данного проекта, но и в принципе! Великолепные виды из окон - на МГУ, парковый ансамбль и Москва-Сити. Солнце движется вокруг квартиры: рассвет в кухне-гостиной, утреннее солнце в спальнях, закат в кабинете! Продуманная до мелочей и самая полная техническая начинка с лучшими инженерными решениями. Профессиональный дизайн проект и тех.надзор. В квартире заканчивается ремонт "
b05,cian_331644229,"Москва, Серебряническая набережная 7-11",88800000,3,74.0,,"","Просторные апартаменты с 2 спальнями общей площадью 74 м² в комплексе клубных особняков ""Титул на Серебрянической"". Угловые апартаменты с готовой отделкой расположены на 3 этаже в корпусе 1.1. Высота потолков 3,2 метра. Планировка: кухня-гостиная, мастер-спальня с ванной комнатой с окном, кабинет, который можно оборудовать как спальню, гостевой санузел, гардеробная. Окна ориентированы на две стороны света, с видом в Серебрянический переулок, во двор и в сторону набережной. Главное о доме. Коллекция из восьми клубных особняков высотой от семи до девяти этажей. Фасады собраны из юрского камня и "
b05,cian_331288646,"Россия, Москва город, переулок Плотников, дом 20/21",90000000,4,152.0,,"","Просторная квартира без ремонта в Плотниковом переулке (д. 20/21) — ваш шанс создать дом по собственным правилам. Расположение на 6м этаже и площадь 152 кв. м открывают широкие возможности: здесь хватит места и для просторной гостиной, и для нескольких спален, и для кабинета, и даже для гардеробной или домашней библиотеки. Почему это выгодное решение: Гибкость планировки. Без стен и отделки вы сами решаете, как распределить пространство — можно реализовать открытую концепцию или классическую схему с изолированными комнатами. Естественное освещение. Окна на 3 стороны гарантируют, что в квартире"
b05,cian_328438363,"Москва, Шлюзовая набережная, 2/1с1",90124000,2,88.0,,"","В элитном жилом комплексе ""Монблан"" на Шлюзовой набережной в Замоскворечье напрямую от девелопера ГК ""Галс-Девелопмент"" представлена 2-комнатная квартира квартира на 3 этаже общей площадью 88.00 м². Квартира предлагается без отделки. ""Монблан"" - элитный жилой комплекс в сердце Замоскворечья, в уникальном месте Москвы. Проект расположен в хорошо знакомом месте, напротив Дома музыки, прямо у воды. Поездка от жилого комплекса до Кремля займёт 10 минут по живописным историческим набережным города. Неординарные архитектурные формы, разработанные бюро ""СПИЧ"", манят взгляды к этому уникальному дому. "
b05,cian_321281477,"Москва, Чкаловский бульвар, 6к1",91738300,4,101.0,,"","Клубный город на реке ""Примавера"" — это современный жилой комплекс премиум-класса, расположенный на первой береговой линии Москвы-реки в экологически чистом районе Покровское-Стрешнево. Под панорамными окнами квартир находится собственный экопарк с продуманной сетью прогулочных дорожек и современными детскими и спортивными площадками. За парком расположена набережная с собственным пляжем и зонами для отдыха. Клубный город на реке ""Примавера"" предлагает широкий выбор планировок для различных жизненных сценариев: от просторных однокомнатных квартир до пентхаусов и жилых помещений с террасами и п"
b05,cian_332979327,"Москва, Раменки район, Генерала Дорохова пр-кт., д.49",92000000,2,102.4,,"","Арт. 142272053 Пентхаус на 49 этаже с дизайнерским ремонтом в новом ЖК премиум-класса Will Towers Корпус Creativity О квартире: Потолки 3.6м в чистовом варианте с панорамными окнами, двери высотой 3 метра Вид в сторону МГУ и Москва-Сити Встроенная приточная система с канальным кондиционированием Управление светом, шторами через приложение или голосом Сделан евроремонт с использованием качественных материалов Просторная мастер-спальня со своим санузлом Универсальное помещение под детскую или рабочий кабинет Большая кухня-гостиная 45м2 (встроенные индукционная варочная панель, духовой шкаф с СВЧ"
b05,cian_332979326,"Москва, Раменки район, Генерала Дорохова пр-кт., д.49",92000000,2,102.4,,"","Арт. 142272052 Пентхаус на предпоследнем 51 этаже с дизайнерским ремонтом в новом ЖК премиум-класса Will Towers Корпус Energy О квартире: Потолки 3.6м в чистовом варианте с панорамными окнами, двери высотой 3 метра Вид в сторону МГУ и Москва-Сити Встроенная приточная система с канальным кондиционированием Управление светом, шторами через приложение или голосом Сделан евроремонт с использованием качественных материалов Просторная мастер-спальня со своим санузлом Универсальное помещение под детскую или рабочий кабинет Большая кухня-гостиная 51м2 (встроенные индукционная варочная панель, духовой "
b05,cian_332290865,"Россия, Москва, Ленинградский проспект, 37/3",94000000,3,88.7,,"","Видовая евротрешка с дизайнерской отделкой в премиальном квартале Прайм Парк Планировкой предусмотрены: кухня-гостиная с четыремя окнами, два мастер-блока с собственным санузлом и гардеробной, и коридор с обширной встроенной системой хранения Квартира находится на 25-м этаже, имеет открытый вид на город. Высокие потолки - 3,1 метра, высококлассная инженерия, премиальные материалы в отделке, качественная фирменная техника - все это делает квартиру идеальным готовым вариантом для проживания Премиальный квартал Прайм Парк состоит из 9 корпусов разной этажности, имеет собственный закрытый двор, со"
b05,cian_328600260,"Россия, Москва, Авиационная улица, 79Б",98000000,4,249.0,,"","4-комнатная квартира в ЖК Алые Паруса. Первая линия вдоль набережной. Рады представить вам уникальную четырехкомнатную квартиру общей площадью 249 м² в жилом комплексе Алые Паруса, который находится недалеко от станции метро Щукинская. Эта квартира обладает великолепными характеристиками: высокие потолки создают ощущение простора и наполняют помещение светом, а вся необходимая мебель уже установлена. Кухонный гарнитур оснащен посудомоечной машиной и духовым шкафом, а для удобства предусмотрена гардеробная комната. Еще одним преимуществом является наличие двух больших балконов-террас, с которых"
b05,cian_332843856,"Москва, Красина пер, 16стр1",98000000,4,260.0,,"","Номер объекта: 13881. Апартаменты для проживания в Пресненском районе. 4-комнатные апартаменты 260 м² в центре Москвы | SKY LOFT KRASINA | м. Маяковская Предлагаются эксклюзивные 4-комнатные апартаменты для проживания площадью 260 м² в историческом центре Москвы по адресу: переулок Красина, 16с1. Редкий формат для ценителей нестандартной архитектуры, приватности и просторных интерьеров. Апартаменты расположены на последнем, 9-м этаже комплекса SKY LOFT KRASINA — без соседей сверху, с панорамным остеклением, мансардными окнами и впечатляющими видами на центр столицы. Главная особенность объекта"
b05,cian_329792501,"Москва, ул. Авиационная, д. 77",99500000,4,176.0,,"","Квартира с 3 спальнями общей площадью 176 м² в комплексе бизнес-класса ""Алые Паруса"" на берегу Москвы-реки. Квартира с дизайнерской отделкой расположена на 27 этаже. Интерьер оформлен в классическом стиле — многоуровневые потолки, карнизы, лепные детали. Продаётся полностью с мебелью и техникой премиального класса. В ремонте использовались натуральные материалы: камень, керамогранит, паркет. Кухня ""Верона"" (Verona) оборудована бытовой техникой. Мебель от ""Антонелли Моравиа"" (Antonelli Moravia). Установлена сантехника от ведущих мировых брендом и система кондиционирования. Планировка включает к"
b05,cian_328482250,"Москва, Ферсмана, 11",99990000,3,131.0,,"","Лот 1000290. Аристов Евгений. Просторная 3 комнатная квартира в ЖК ""Ферсмана 11"" — ваш новый дом в престижном Академическом районе Москвы! Безопасность и комфорт — с первого шага: монолитно-кирпичный дом по индивидуальному проекту — надёжность и долговечность; закрытая охраняемая территория с круглосуточным видеонаблюдением; современная входная группа с качественной отделкой — достойный статус; подземный паркинг и гостевые места во дворе — забудьте о проблеме с парковкой. Простор и продуманная планировка: - высокие потолки 3,1 м создают ощущение свободы и воздуха; - кондиционеры во всех помеще"
b05,cian_331964271,"Москва, Арбат район, Смоленский 1-й пер., д.9, к.с, строение 1",102000000,4,128.0,,"","Исторический центр Москвы, тихие переулки Арбата, в кирпичном доме, построенном по индивидуальному проекту, продается 4-х комнатная квартира, площадью 128 кв. м, этаж 6/10. Преимущества - За счет больших окон в пол, в квартире обилие естественного света. - Дом расположен на удаление от Садового кольца, скрыт от него соседними зданиями. - Из окон виды на тихий зеленый сквер, вдали открывается панорама на здания МИДа и Смоленского пассажа. Планировка: прихожая, кухня, гостиная, 3 спальни, 2 с/у, 2 гардеробных. Каждая комната с отдельной застекленной лоджией., всего в квартире их 5. В квартире во"
